 -62.00    1.2589E+09    1.6485E+11    1.3736E+11    3.6370E+11    3.0082E+11
 -62.00    1.5849E+09    2.1057E+11    1.7546E+11    4.4155E+11    3.5855E+11
 -62.00    1.9953E+09    2.6229E+11    2.1860E+11    5.2924E+11    4.2335E+11
 -62.00    2.5119E+09    3.2073E+11    2.6730E+11    6.2749E+11    4.9562E+11
 -62.00    3.1623E+09    3.8639E+11    3.2203E+11    7.3719E+11    5.7639E+11
 -62.00    3.9811E+09    4.5844E+11    3.8203E+11    8.5268E+11    6.5020E+11
 -62.00    5.0119E+09    5.3881E+11    4.4910E+11    9.8061E+11    7.3199E+11
 -62.00    6.3096E+09    6.2839E+11    5.2375E+11    1.1221E+12    8.2107E+11
 -62.00    7.9433E+09    7.2785E+11    6.0654E+11    1.2785E+12    9.1921E+11
 -62.00    1.0000E+10    8.3779E+11    6.9838E+11    1.4506E+12    1.0264E+12
 -62.00    1.2589E+10    9.3312E+11    7.7769E+11    1.6200E+12    1.1615E+12
 -62.00    1.5849E+10    1.0371E+12    8.6420E+11    1.8055E+12    1.3093E+12
 -62.00    1.9953E+10    1.1504E+12    9.5861E+11    2.0074E+12    1.4715E+12
 -62.00    2.5119E+10    1.2734E+12    1.0613E+12    2.2276E+12    1.6484E+12
 -62.00    3.1623E+10    1.4072E+12    1.1728E+12    2.4665E+12    1.8426E+12
 -62.00    3.9811E+10    1.5038E+12    1.2536E+12    2.6358E+12    1.9689E+12
 -62.00    5.0119E+10    1.6060E+12    1.3385E+12    2.8146E+12    2.1027E+12
